run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_openrouter_20260602T125539472901,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_openrouter_20260602T125539472901,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_openrouter_20260602T125539472901,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_openrouter_20260602T125539472901,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"query: expected 'AI', got 'AI news'; topic: expected 'news', got None"
v0_B_base_openrouter_20260602T125539472901,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260602T125539472901,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T125539472901,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260602T125539472901,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T125539472901,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260602T125539472901,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260602T125539472901,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"topic: expected 'news', got None"
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T135204192946,v1,v1+p595720f484f5+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T141356926142,v2,v2+pf1dbddaffa29+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI news'"
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"topic: expected 'news', got None"
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142718955510,v3,v3+pf1dbddaffa29+t1128aaa0323d,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R02_search_tweets_routing,False,wrong_tool,provider_error,social_search,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R03_web_news_routing,False,wrong_tool,provider_error,lookup,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R05_limit_arg,False,wrong_arg_value,provider_error,timeline,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R09_no_tool_capability,False,unnecessary_tool,provider_error,no_tool,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R14_out_of_scope_coding,False,out_of_scope,provider_error,no_tool,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T144811779954,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R04_read_url_routing,False,wrong_tool,missing_tool_call,fetch,clarify,False,False,False,missing tool call fetch; extra tool call clarify
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openrouter_20260602T145046607320,v4,v4+paac7d0b51fd7+td5534b0ef4ef,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R02_search_tweets_routing,False,wrong_tool,provider_error,social_search,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R03_web_news_routing,False,wrong_tool,provider_error,lookup,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
